filenames,labels
./processed_spectrograms/148465_chunk_1.pt,Common House Martin
./processed_spectrograms/148465_chunk_2.pt,Common House Martin
./processed_spectrograms/148465_chunk_3.pt,Common House Martin
./processed_spectrograms/148465_chunk_4.pt,Common House Martin
./processed_spectrograms/148465_chunk_5.pt,Common House Martin
./processed_spectrograms/148465_chunk_6.pt,Common House Martin
./processed_spectrograms/148465_chunk_7.pt,Common House Martin
./processed_spectrograms/148465_chunk_8.pt,Common House Martin
./processed_spectrograms/148465_chunk_9.pt,Common House Martin
./processed_spectrograms/148465_chunk_10.pt,Common House Martin
./processed_spectrograms/148465_chunk_11.pt,Common House Martin
./processed_spectrograms/148465_chunk_12.pt,Common House Martin
./processed_spectrograms/148465_chunk_13.pt,Common House Martin
./processed_spectrograms/148465_chunk_14.pt,Common House Martin
./processed_spectrograms/148465_chunk_15.pt,Common House Martin
./processed_spectrograms/148465_chunk_16.pt,Common House Martin
./processed_spectrograms/148465_chunk_17.pt,Common House Martin
./processed_spectrograms/148465_chunk_18.pt,Common House Martin
./processed_spectrograms/148465_chunk_19.pt,Common House Martin
./processed_spectrograms/148465_chunk_20.pt,Common House Martin
./processed_spectrograms/133444_chunk_0.pt,Common House Martin
./processed_spectrograms/133444_chunk_1.pt,Common House Martin
./processed_spectrograms/133444_chunk_2.pt,Common House Martin
./processed_spectrograms/133444_chunk_3.pt,Common House Martin
./processed_spectrograms/133444_chunk_4.pt,Common House Martin
./processed_spectrograms/133444_chunk_5.pt,Common House Martin
./processed_spectrograms/133444_chunk_6.pt,Common House Martin
./processed_spectrograms/133444_chunk_7.pt,Common House Martin
./processed_spectrograms/133444_chunk_8.pt,Common House Martin
./processed_spectrograms/133444_chunk_9.pt,Common House Martin
./processed_spectrograms/133444_chunk_10.pt,Common House Martin
./processed_spectrograms/133444_chunk_11.pt,Common House Martin
./processed_spectrograms/133444_chunk_12.pt,Common House Martin
./processed_spectrograms/133444_chunk_13.pt,Common House Martin
./processed_spectrograms/142697_chunk_0.pt,Common House Martin
./processed_spectrograms/142697_chunk_1.pt,Common House Martin
./processed_spectrograms/142697_chunk_2.pt,Common House Martin
./processed_spectrograms/142697_chunk_3.pt,Common House Martin
./processed_spectrograms/142697_chunk_4.pt,Common House Martin
./processed_spectrograms/142697_chunk_5.pt,Common House Martin
./processed_spectrograms/142697_chunk_6.pt,Common House Martin
./processed_spectrograms/142697_chunk_7.pt,Common House Martin
./processed_spectrograms/142697_chunk_8.pt,Common House Martin
./processed_spectrograms/148528_chunk_0.pt,Great Spotted Woodpecker
./processed_spectrograms/148528_chunk_1.pt,Great Spotted Woodpecker
./processed_spectrograms/148528_chunk_2.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_0.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_1.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_2.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_3.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_4.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_5.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_6.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_7.pt,Great Spotted Woodpecker
./processed_spectrograms/98172_chunk_8.pt,Great Spotted Woodpecker
./processed_spectrograms/72629_chunk_0.pt,Great Spotted Woodpecker
./processed_spectrograms/72629_chunk_1.pt,Great Spotted Woodpecker
./processed_spectrograms/72629_chunk_2.pt,Great Spotted Woodpecker
./processed_spectrograms/130426_chunk_0.pt,Black Woodpecker
./processed_spectrograms/130426_chunk_1.pt,Black Woodpecker
./processed_spectrograms/130426_chunk_2.pt,Black Woodpecker
./processed_spectrograms/98942_chunk_0.pt,Black Woodpecker
./processed_spectrograms/98942_chunk_1.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_0.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_1.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_2.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_3.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_4.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_5.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_6.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_7.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_8.pt,Black Woodpecker
./processed_spectrograms/155975_chunk_9.pt,Black Woodpecker
./processed_spectrograms/123168_chunk_0.pt,Corn Bunting
./processed_spectrograms/123168_chunk_1.pt,Corn Bunting
./processed_spectrograms/123168_chunk_2.pt,Corn Bunting
./processed_spectrograms/123168_chunk_3.pt,Corn Bunting
./processed_spectrograms/123168_chunk_4.pt,Corn Bunting
./processed_spectrograms/123168_chunk_5.pt,Corn Bunting
./processed_spectrograms/123168_chunk_6.pt,Corn Bunting
./processed_spectrograms/123168_chunk_7.pt,Corn Bunting
./processed_spectrograms/123168_chunk_8.pt,Corn Bunting
./processed_spectrograms/123168_chunk_9.pt,Corn Bunting
./processed_spectrograms/123168_chunk_10.pt,Corn Bunting
./processed_spectrograms/123168_chunk_11.pt,Corn Bunting
./processed_spectrograms/123168_chunk_12.pt,Corn Bunting
./processed_spectrograms/123168_chunk_13.pt,Corn Bunting
./processed_spectrograms/123168_chunk_14.pt,Corn Bunting
./processed_spectrograms/123168_chunk_15.pt,Corn Bunting
./processed_spectrograms/123168_chunk_16.pt,Corn Bunting
./processed_spectrograms/123168_chunk_17.pt,Corn Bunting
./processed_spectrograms/123168_chunk_18.pt,Corn Bunting
./processed_spectrograms/123168_chunk_19.pt,Corn Bunting
./processed_spectrograms/123168_chunk_20.pt,Corn Bunting
./processed_spectrograms/123168_chunk_21.pt,Corn Bunting
./processed_spectrograms/123168_chunk_22.pt,Corn Bunting
./processed_spectrograms/123168_chunk_23.pt,Corn Bunting
./processed_spectrograms/123168_chunk_24.pt,Corn Bunting
./processed_spectrograms/123168_chunk_25.pt,Corn Bunting
./processed_spectrograms/123168_chunk_26.pt,Corn Bunting
./processed_spectrograms/123168_chunk_27.pt,Corn Bunting
./processed_spectrograms/123168_chunk_28.pt,Corn Bunting
./processed_spectrograms/123168_chunk_29.pt,Corn Bunting
./processed_spectrograms/123168_chunk_30.pt,Corn Bunting
./processed_spectrograms/123168_chunk_31.pt,Corn Bunting
./processed_spectrograms/123168_chunk_32.pt,Corn Bunting
./processed_spectrograms/123168_chunk_33.pt,Corn Bunting
./processed_spectrograms/123168_chunk_34.pt,Corn Bunting
./processed_spectrograms/123168_chunk_35.pt,Corn Bunting
./processed_spectrograms/123168_chunk_36.pt,Corn Bunting
./processed_spectrograms/123168_chunk_37.pt,Corn Bunting
./processed_spectrograms/123168_chunk_38.pt,Corn Bunting
./processed_spectrograms/123168_chunk_39.pt,Corn Bunting
./processed_spectrograms/123168_chunk_40.pt,Corn Bunting
./processed_spectrograms/123168_chunk_41.pt,Corn Bunting
./processed_spectrograms/123168_chunk_42.pt,Corn Bunting
./processed_spectrograms/123168_chunk_43.pt,Corn Bunting
./processed_spectrograms/123168_chunk_44.pt,Corn Bunting
./processed_spectrograms/123168_chunk_45.pt,Corn Bunting
./processed_spectrograms/123168_chunk_46.pt,Corn Bunting
./processed_spectrograms/123168_chunk_47.pt,Corn Bunting
./processed_spectrograms/123168_chunk_48.pt,Corn Bunting
./processed_spectrograms/123168_chunk_49.pt,Corn Bunting
./processed_spectrograms/125777_chunk_0.pt,Corn Bunting
./processed_spectrograms/125777_chunk_1.pt,Corn Bunting
./processed_spectrograms/125777_chunk_2.pt,Corn Bunting
./processed_spectrograms/125777_chunk_3.pt,Corn Bunting
./processed_spectrograms/125777_chunk_4.pt,Corn Bunting
./processed_spectrograms/125777_chunk_5.pt,Corn Bunting
./processed_spectrograms/125777_chunk_6.pt,Corn Bunting
./processed_spectrograms/125777_chunk_7.pt,Corn Bunting
./processed_spectrograms/125777_chunk_8.pt,Corn Bunting
./processed_spectrograms/125777_chunk_9.pt,Corn Bunting
./processed_spectrograms/125777_chunk_10.pt,Corn Bunting
./processed_spectrograms/125777_chunk_11.pt,Corn Bunting
./processed_spectrograms/125777_chunk_12.pt,Corn Bunting
./processed_spectrograms/125777_chunk_13.pt,Corn Bunting
./processed_spectrograms/125777_chunk_14.pt,Corn Bunting
./processed_spectrograms/125777_chunk_15.pt,Corn Bunting
./processed_spectrograms/125777_chunk_16.pt,Corn Bunting
./processed_spectrograms/125777_chunk_17.pt,Corn Bunting
./processed_spectrograms/125777_chunk_18.pt,Corn Bunting
./processed_spectrograms/125777_chunk_19.pt,Corn Bunting
./processed_spectrograms/125777_chunk_20.pt,Corn Bunting
./processed_spectrograms/125777_chunk_21.pt,Corn Bunting
./processed_spectrograms/125777_chunk_22.pt,Corn Bunting
./processed_spectrograms/125777_chunk_23.pt,Corn Bunting
./processed_spectrograms/125777_chunk_24.pt,Corn Bunting
./processed_spectrograms/125777_chunk_25.pt,Corn Bunting
./processed_spectrograms/125777_chunk_26.pt,Corn Bunting
./processed_spectrograms/125777_chunk_27.pt,Corn Bunting
./processed_spectrograms/125777_chunk_28.pt,Corn Bunting
./processed_spectrograms/125777_chunk_29.pt,Corn Bunting
./processed_spectrograms/125777_chunk_30.pt,Corn Bunting
./processed_spectrograms/125777_chunk_31.pt,Corn Bunting
./processed_spectrograms/125777_chunk_32.pt,Corn Bunting
./processed_spectrograms/125777_chunk_33.pt,Corn Bunting
./processed_spectrograms/125777_chunk_34.pt,Corn Bunting
./processed_spectrograms/125777_chunk_35.pt,Corn Bunting
./processed_spectrograms/125777_chunk_36.pt,Corn Bunting
./processed_spectrograms/125777_chunk_37.pt,Corn Bunting
./processed_spectrograms/125777_chunk_38.pt,Corn Bunting
./processed_spectrograms/125777_chunk_39.pt,Corn Bunting
./processed_spectrograms/125777_chunk_40.pt,Corn Bunting
./processed_spectrograms/125777_chunk_41.pt,Corn Bunting
./processed_spectrograms/125777_chunk_42.pt,Corn Bunting
./processed_spectrograms/125777_chunk_43.pt,Corn Bunting
./processed_spectrograms/125777_chunk_44.pt,Corn Bunting
./processed_spectrograms/125777_chunk_45.pt,Corn Bunting
./processed_spectrograms/125777_chunk_46.pt,Corn Bunting
./processed_spectrograms/125777_chunk_47.pt,Corn Bunting
./processed_spectrograms/125777_chunk_48.pt,Corn Bunting
./processed_spectrograms/125777_chunk_49.pt,Corn Bunting
./processed_spectrograms/123167_chunk_0.pt,Corn Bunting
./processed_spectrograms/123167_chunk_1.pt,Corn Bunting
./processed_spectrograms/123167_chunk_2.pt,Corn Bunting
./processed_spectrograms/123167_chunk_3.pt,Corn Bunting
./processed_spectrograms/123167_chunk_4.pt,Corn Bunting
./processed_spectrograms/123167_chunk_5.pt,Corn Bunting
./processed_spectrograms/123167_chunk_6.pt,Corn Bunting
./processed_spectrograms/123167_chunk_7.pt,Corn Bunting
./processed_spectrograms/123167_chunk_8.pt,Corn Bunting
./processed_spectrograms/123167_chunk_9.pt,Corn Bunting
./processed_spectrograms/123167_chunk_10.pt,Corn Bunting
./processed_spectrograms/123167_chunk_11.pt,Corn Bunting
./processed_spectrograms/123167_chunk_12.pt,Corn Bunting
./processed_spectrograms/123167_chunk_13.pt,Corn Bunting
./processed_spectrograms/123167_chunk_14.pt,Corn Bunting
./processed_spectrograms/123167_chunk_15.pt,Corn Bunting
./processed_spectrograms/123167_chunk_16.pt,Corn Bunting
./processed_spectrograms/123167_chunk_17.pt,Corn Bunting
./processed_spectrograms/123167_chunk_18.pt,Corn Bunting
./processed_spectrograms/123167_chunk_19.pt,Corn Bunting
./processed_spectrograms/123167_chunk_20.pt,Corn Bunting
./processed_spectrograms/123167_chunk_21.pt,Corn Bunting
./processed_spectrograms/123167_chunk_22.pt,Corn Bunting
./processed_spectrograms/123167_chunk_23.pt,Corn Bunting
./processed_spectrograms/123167_chunk_24.pt,Corn Bunting
./processed_spectrograms/123167_chunk_25.pt,Corn Bunting
./processed_spectrograms/123167_chunk_26.pt,Corn Bunting
./processed_spectrograms/123167_chunk_27.pt,Corn Bunting
./processed_spectrograms/123167_chunk_28.pt,Corn Bunting
./processed_spectrograms/123167_chunk_29.pt,Corn Bunting
./processed_spectrograms/123167_chunk_30.pt,Corn Bunting
./processed_spectrograms/123167_chunk_31.pt,Corn Bunting
./processed_spectrograms/123167_chunk_32.pt,Corn Bunting
./processed_spectrograms/123167_chunk_33.pt,Corn Bunting
./processed_spectrograms/123167_chunk_34.pt,Corn Bunting
./processed_spectrograms/123167_chunk_35.pt,Corn Bunting
./processed_spectrograms/123167_chunk_36.pt,Corn Bunting
./processed_spectrograms/123167_chunk_37.pt,Corn Bunting
./processed_spectrograms/123167_chunk_38.pt,Corn Bunting
./processed_spectrograms/123167_chunk_39.pt,Corn Bunting
./processed_spectrograms/123167_chunk_40.pt,Corn Bunting
./processed_spectrograms/123167_chunk_41.pt,Corn Bunting
./processed_spectrograms/123167_chunk_42.pt,Corn Bunting
./processed_spectrograms/123167_chunk_43.pt,Corn Bunting
./processed_spectrograms/123167_chunk_44.pt,Corn Bunting
./processed_spectrograms/123167_chunk_45.pt,Corn Bunting
./processed_spectrograms/123167_chunk_46.pt,Corn Bunting
./processed_spectrograms/123167_chunk_47.pt,Corn Bunting
./processed_spectrograms/123167_chunk_48.pt,Corn Bunting
./processed_spectrograms/123167_chunk_49.pt,Corn Bunting
./processed_spectrograms/102106_chunk_0.pt,Yellowhammer
./processed_spectrograms/102106_chunk_1.pt,Yellowhammer
./processed_spectrograms/102106_chunk_2.pt,Yellowhammer
./processed_spectrograms/102106_chunk_3.pt,Yellowhammer
./processed_spectrograms/102106_chunk_4.pt,Yellowhammer
./processed_spectrograms/102107_chunk_0.pt,Yellowhammer
./processed_spectrograms/102107_chunk_1.pt,Yellowhammer
./processed_spectrograms/102107_chunk_2.pt,Yellowhammer
./processed_spectrograms/102107_chunk_3.pt,Yellowhammer
./processed_spectrograms/102107_chunk_4.pt,Yellowhammer
./processed_spectrograms/102107_chunk_5.pt,Yellowhammer
./processed_spectrograms/102107_chunk_6.pt,Yellowhammer
./processed_spectrograms/102107_chunk_7.pt,Yellowhammer
./processed_spectrograms/102107_chunk_8.pt,Yellowhammer
./processed_spectrograms/102107_chunk_9.pt,Yellowhammer
./processed_spectrograms/102107_chunk_10.pt,Yellowhammer
./processed_spectrograms/102107_chunk_11.pt,Yellowhammer
./processed_spectrograms/102107_chunk_12.pt,Yellowhammer
./processed_spectrograms/102107_chunk_13.pt,Yellowhammer
./processed_spectrograms/102107_chunk_14.pt,Yellowhammer
./processed_spectrograms/102107_chunk_15.pt,Yellowhammer
./processed_spectrograms/102107_chunk_16.pt,Yellowhammer
./processed_spectrograms/102107_chunk_17.pt,Yellowhammer
./processed_spectrograms/145533_chunk_0.pt,Yellowhammer
./processed_spectrograms/145533_chunk_1.pt,Yellowhammer
./processed_spectrograms/145533_chunk_2.pt,Yellowhammer
./processed_spectrograms/145533_chunk_3.pt,Yellowhammer
./processed_spectrograms/145533_chunk_4.pt,Yellowhammer
./processed_spectrograms/145533_chunk_5.pt,Yellowhammer
./processed_spectrograms/145533_chunk_6.pt,Yellowhammer
./processed_spectrograms/145533_chunk_7.pt,Yellowhammer
./processed_spectrograms/145533_chunk_8.pt,Yellowhammer
./processed_spectrograms/145533_chunk_9.pt,Yellowhammer
./processed_spectrograms/145533_chunk_10.pt,Yellowhammer
./processed_spectrograms/145533_chunk_11.pt,Yellowhammer
./processed_spectrograms/145533_chunk_12.pt,Yellowhammer
./processed_spectrograms/145533_chunk_13.pt,Yellowhammer
./processed_spectrograms/102048_chunk_0.pt,Common Reed Bunting
./processed_spectrograms/102048_chunk_1.pt,Common Reed Bunting
./processed_spectrograms/102048_chunk_2.pt,Common Reed Bunting
./processed_spectrograms/102048_chunk_3.pt,Common Reed Bunting
./processed_spectrograms/102048_chunk_4.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_0.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_1.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_2.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_3.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_4.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_5.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_6.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_7.pt,Common Reed Bunting
./processed_spectrograms/102803_chunk_8.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_0.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_1.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_2.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_3.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_4.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_5.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_6.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_7.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_8.pt,Common Reed Bunting
./processed_spectrograms/86327_chunk_9.pt,Common Reed Bunting
./processed_spectrograms/70124_chunk_0.pt,European Robin
./processed_spectrograms/70124_chunk_1.pt,European Robin
./processed_spectrograms/70124_chunk_2.pt,European Robin
./processed_spectrograms/70124_chunk_3.pt,European Robin
./processed_spectrograms/70124_chunk_4.pt,European Robin
./processed_spectrograms/70124_chunk_5.pt,European Robin
./processed_spectrograms/70124_chunk_6.pt,European Robin
./processed_spectrograms/70124_chunk_7.pt,European Robin
./processed_spectrograms/30390_chunk_0.pt,European Robin
./processed_spectrograms/30390_chunk_1.pt,European Robin
./processed_spectrograms/30390_chunk_2.pt,European Robin
./processed_spectrograms/30390_chunk_3.pt,European Robin
./processed_spectrograms/30390_chunk_4.pt,European Robin
./processed_spectrograms/30390_chunk_5.pt,European Robin
./processed_spectrograms/30390_chunk_6.pt,European Robin
./processed_spectrograms/30390_chunk_7.pt,European Robin
./processed_spectrograms/30390_chunk_8.pt,European Robin
./processed_spectrograms/30390_chunk_9.pt,European Robin
./processed_spectrograms/30390_chunk_10.pt,European Robin
./processed_spectrograms/30390_chunk_11.pt,European Robin
./processed_spectrograms/30390_chunk_12.pt,European Robin
./processed_spectrograms/30390_chunk_13.pt,European Robin
./processed_spectrograms/30390_chunk_14.pt,European Robin
./processed_spectrograms/30390_chunk_15.pt,European Robin
./processed_spectrograms/30390_chunk_16.pt,European Robin
./processed_spectrograms/30390_chunk_17.pt,European Robin
./processed_spectrograms/30390_chunk_18.pt,European Robin
./processed_spectrograms/30390_chunk_19.pt,European Robin
./processed_spectrograms/30390_chunk_20.pt,European Robin
./processed_spectrograms/30390_chunk_21.pt,European Robin
./processed_spectrograms/30390_chunk_22.pt,European Robin
./processed_spectrograms/30390_chunk_23.pt,European Robin
./processed_spectrograms/30390_chunk_24.pt,European Robin
./processed_spectrograms/30390_chunk_25.pt,European Robin
./processed_spectrograms/30390_chunk_26.pt,European Robin
./processed_spectrograms/30390_chunk_27.pt,European Robin
./processed_spectrograms/30390_chunk_28.pt,European Robin
./processed_spectrograms/30390_chunk_29.pt,European Robin
./processed_spectrograms/30390_chunk_30.pt,European Robin
./processed_spectrograms/30390_chunk_31.pt,European Robin
./processed_spectrograms/30390_chunk_32.pt,European Robin
./processed_spectrograms/30390_chunk_33.pt,European Robin
./processed_spectrograms/30390_chunk_34.pt,European Robin
./processed_spectrograms/30390_chunk_35.pt,European Robin
./processed_spectrograms/30390_chunk_36.pt,European Robin
./processed_spectrograms/30390_chunk_37.pt,European Robin
./processed_spectrograms/30390_chunk_38.pt,European Robin
./processed_spectrograms/133862_chunk_0.pt,European Robin
./processed_spectrograms/133862_chunk_1.pt,European Robin
./processed_spectrograms/133862_chunk_2.pt,European Robin
./processed_spectrograms/133862_chunk_3.pt,European Robin
./processed_spectrograms/133862_chunk_4.pt,European Robin
./processed_spectrograms/133862_chunk_5.pt,European Robin
./processed_spectrograms/133862_chunk_6.pt,European Robin
./processed_spectrograms/133862_chunk_7.pt,European Robin
./processed_spectrograms/133862_chunk_8.pt,European Robin
./processed_spectrograms/133862_chunk_9.pt,European Robin
./processed_spectrograms/133862_chunk_10.pt,European Robin
./processed_spectrograms/133862_chunk_11.pt,European Robin
./processed_spectrograms/133862_chunk_12.pt,European Robin
./processed_spectrograms/133862_chunk_13.pt,European Robin
./processed_spectrograms/133862_chunk_14.pt,European Robin
./processed_spectrograms/42803_chunk_0.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_1.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_2.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_3.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_4.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_5.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_6.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_7.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_8.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_9.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_10.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_11.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_12.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_13.pt,Common Chaffinch
./processed_spectrograms/42803_chunk_14.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_0.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_1.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_2.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_3.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_4.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_5.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_6.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_7.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_8.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_9.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_10.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_11.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_12.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_13.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_14.pt,Common Chaffinch
./processed_spectrograms/122548_chunk_15.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_0.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_1.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_2.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_3.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_4.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_5.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_6.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_7.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_8.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_9.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_10.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_11.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_12.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_13.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_14.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_15.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_16.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_17.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_18.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_19.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_20.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_21.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_22.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_23.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_24.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_25.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_26.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_27.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_28.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_29.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_30.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_31.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_32.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_33.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_34.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_35.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_36.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_37.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_38.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_39.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_40.pt,Common Chaffinch
./processed_spectrograms/121597_chunk_41.pt,Common Chaffinch
./processed_spectrograms/31059_chunk_0.pt,Eurasian Coot
./processed_spectrograms/31059_chunk_1.pt,Eurasian Coot
./processed_spectrograms/31059_chunk_2.pt,Eurasian Coot
./processed_spectrograms/31059_chunk_3.pt,Eurasian Coot
./processed_spectrograms/31059_chunk_4.pt,Eurasian Coot
./processed_spectrograms/31059_chunk_5.pt,Eurasian Coot
./processed_spectrograms/44707_chunk_0.pt,Eurasian Coot
./processed_spectrograms/44707_chunk_1.pt,Eurasian Coot
./processed_spectrograms/44707_chunk_2.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_0.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_1.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_2.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_3.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_4.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_5.pt,Eurasian Coot
./processed_spectrograms/130639_chunk_6.pt,Eurasian Coot
./processed_spectrograms/27080_chunk_0.pt,Common Snipe
./processed_spectrograms/27080_chunk_1.pt,Common Snipe
./processed_spectrograms/27080_chunk_2.pt,Common Snipe
./processed_spectrograms/27080_chunk_3.pt,Common Snipe
./processed_spectrograms/27080_chunk_4.pt,Common Snipe
./processed_spectrograms/27080_chunk_5.pt,Common Snipe
./processed_spectrograms/90977_chunk_0.pt,Common Snipe
./processed_spectrograms/90977_chunk_1.pt,Common Snipe
./processed_spectrograms/90977_chunk_2.pt,Common Snipe
./processed_spectrograms/90977_chunk_3.pt,Common Snipe
./processed_spectrograms/90977_chunk_4.pt,Common Snipe
./processed_spectrograms/90977_chunk_5.pt,Common Snipe
./processed_spectrograms/135270_chunk_0.pt,Common Snipe
./processed_spectrograms/135270_chunk_1.pt,Common Snipe
./processed_spectrograms/135270_chunk_2.pt,Common Snipe
./processed_spectrograms/135270_chunk_3.pt,Common Snipe
./processed_spectrograms/89530_chunk_0.pt,Common Moorhen
./processed_spectrograms/26789_chunk_0.pt,Common Moorhen
./processed_spectrograms/26789_chunk_1.pt,Common Moorhen
./processed_spectrograms/26789_chunk_2.pt,Common Moorhen
./processed_spectrograms/26789_chunk_3.pt,Common Moorhen
./processed_spectrograms/26789_chunk_4.pt,Common Moorhen
./processed_spectrograms/26789_chunk_5.pt,Common Moorhen
./processed_spectrograms/26789_chunk_6.pt,Common Moorhen
./processed_spectrograms/26789_chunk_7.pt,Common Moorhen
./processed_spectrograms/26789_chunk_8.pt,Common Moorhen
./processed_spectrograms/26789_chunk_9.pt,Common Moorhen
./processed_spectrograms/26789_chunk_10.pt,Common Moorhen
./processed_spectrograms/26789_chunk_11.pt,Common Moorhen
./processed_spectrograms/26789_chunk_12.pt,Common Moorhen
./processed_spectrograms/26789_chunk_13.pt,Common Moorhen
./processed_spectrograms/26789_chunk_14.pt,Common Moorhen
